CityCode,CountryCode,Name,UtcOffset,TimeZoneId,Airports
IXZ,IN,,,,{'AirportCode': 'IXZ'}
IYK,US,,,,
IZM,TR,,,,{'AirportCode': 'ADB'}
IZO,JP,,,,
IZT,MX,,,,
JAA,AF,,,,
JAB,AU,,,,
JAC,US,,,,{'AirportCode': 'JAC'}
JAD,AU,,,,
JAF,LK,,,,
JAG,PK,,,,
JAH,FR,,,,
JAI,IN,,,,{'AirportCode': 'JAI'}
JAK,HT,,,,
JAL,MX,,,,
JAM,BG,,,,
JAN,US,,,,{'AirportCode': 'JAN'}
JAQ,PG,,,,
JAS,US,,,,
JAT,MH,,,,
JAU,PE,,,,
JAV,GL,,,,
JAX,US,,,,{'AirportCode': 'JAX'}
JBK,US,,,,
JBR,US,,,,
JBS,US,,,,
JCB,BR,,,,
JCH,GL,,,,
JCK,AU,,,,
JCM,BR,,,,
JCN,KR,,,,
JCR,BR,,,,
JCT,US,,,,
JCY,US,,,,
JDA,US,,,,
JDF,BR,,,,
JDH,IN,,,,{'AirportCode': 'JDH'}
JDN,US,,,,
JDO,BR,,,,
JDY,US,,,,
JDZ,CN,,,,{'AirportCode': 'JDZ'}
JED,SA,,,,{'AirportCode': 'JED'}
JEE,HT,,,,
JEF,US,,,,
JEG,GL,,,,
JEJ,MH,,,,
JEM,US,,,,
JEQ,BR,,,,
JER,GB,,,,{'AirportCode': 'JER'}
JEV,FR,,,,
JFM,AU,,,,
JFN,US,,,,
JFR,GL,,,,
JGA,IN,,,,{'AirportCode': 'JGA'}
JGB,IN,,,,
JGE,KR,,,,
JGN,CN,,,,
JGO,GL,,,,
JGR,GL,,,,
JHB,MY,,,,{'AirportCode': 'JHB'}
JHG,CN,,,,
JHM,US,,,,{'AirportCode': 'JHM'}
JHQ,AU,,,,
JHS,GL,,,,
JHW,US,,,,
JIA,BR,,,,
JIB,DJ,,,,{'AirportCode': 'JIB'}
JIJ,ET,,,,{'AirportCode': 'JIJ'}
JIL,CN,,,,
JIM,ET,,,,{'AirportCode': 'JIM'}
JIN,UG,,,,
JIP,EC,,,,
JIR,NP,,,,
JIU,CN,,,,
JIW,PK,,,,
JJI,PE,,,,
JJN,CN,,,,{'AirportCode': 'JJN'}
JJU,GL,,,,
JKG,SE,,,,{'AirportCode': 'JKG'}
JKH,GR,,,,{'AirportCode': 'JKH'}
JKR,NP,,,,
JKT,ID,,,,{'AirportCode': 'CGK'}
JKV,US,,,,
JLA,US,,,,
JLD,SE,,,,
JLH,US,,,,
JLN,US,,,,
JLO,IT,,,,
JLP,FR,,,,
JLR,IN,,,,{'AirportCode': 'JLR'}
JLS,BR,,,,
JMB,AO,,,,
JMC,US,,,,
JMH,US,,,,
JMK,GR,,,,{'AirportCode': 'JMK'}
JMO,NP,,,,
JMS,US,,,,{'AirportCode': 'JMS'}
JMU,CN,,,,{'AirportCode': 'JMU'}
JNA,BR,,,,
JNB,ZA,,,,{'AirportCode': 'JNB'}
JNG,CN,,,,
JNI,AR,,,,
JNN,GL,,,,
JNP,US,,,,
JNS,GL,,,,
JNU,US,,,,
JNX,GR,,,,
JNZ,CN,,,,
JOE,FI,,,,
JOG,ID,,,,
JOH,ZA,,,,
JOI,BR,,,,{'AirportCode': 'JOI'}
JOK,RU,,,,{'AirportCode': 'JOK'}
JOL,PH,,,,
JOM,TZ,,,,
JON,UM,,,,
JOP,PG,,,,
JOR,US,,,,
JOS,NG,,,,
JOT,US,,,,
JPA,BR,,,,{'AirportCode': 'JPA'}
JPD,US,,,,
JPR,BR,,,,
JQE,PA,,,,
JRH,IN,,,,{'AirportCode': 'JRH'}
JRK,GL,,,,
JRN,BR,,,,
JRO,TZ,,,,{'AirportCode': 'JRO'}
JRS,IL,,,,
JSA,IN,,,,
JSD,US,,,,
JSH,GR,,,,{'AirportCode': 'JSH'}
JSI,GR,,,,{'AirportCode': 'JSI'}
JSM,AR,,,,
JSO,SE,,,,
JSR,BD,,,,
JSS,GR,,,,
JST,US,,,,
JSU,GL,,,,
JSY,GR,,,,
JTO,US,,,,
JTR,GR,,,,{'AirportCode': 'JTR'}
JTY,GR,,,,
JUA,BR,,,,
JUB,SS,,,,{'AirportCode': 'JUB'}
JUI,DE,,,,
JUJ,AR,,,,{'AirportCode': 'JUJ'}
JUL,PE,,,,{'AirportCode': 'JUL'}
JUM,NP,,,,
JUN,AU,,,,
JUO,CO,,,,
JUR,AU,,,,
JUT,HN,,,,
JUV,GL,,,,
JUZ,CN,,,,{'AirportCode': 'JUZ'}
JVA,MG,,,,
JVI,US,,,,
JVL,US,,,,
JWA,BW,,,,
JXN,US,,,,
JYV,FI,,,,
JZH,CN,,,,
KAA,ZM,,,,
KAB,ZW,,,,
KAC,SY,,,,
KAD,NG,,,,
KAE,US,,,,
KAF,PG,,,,
KAG,KR,,,,
KAI,GY,,,,
KAJ,FI,,,,
KAK,PG,,,,
KAL,US,,,,
KAM,YE,,,,
KAN,NG,,,,{'AirportCode': 'KAN'}
KAO,FI,,,,{'AirportCode': 'KAO'}
KAP,ZR,,,,
KAQ,PG,,,,
KAR,GY,,,,
KAS,NA,,,,
KAT,NZ,,,,
KAU,FI,,,,
KAV,VE,,,,
KAW,MM,,,,
KAX,AU,,,,
KAY,FJ,,,,
KAZ,ID,,,,
KBA,SL,,,,
KBB,AU,,,,
KBC,US,,,,
KBD,AU,,,,
KBE,US,,,,
KBF,ID,,,,
KBG,UG,,,,
KBH,PK,,,,
KBI,CM,,,,
KBJ,AU,,,,
KBK,US,,,,
KBL,AF,,,,{'AirportCode': 'KBL'}
KBM,PG,,,,
KBN,ZR,,,,
KBO,ZR,,,,
KBQ,MW,,,,
KBR,MY,,,,{'AirportCode': 'KBR'}
KBS,SL,,,,
KBT,MH,,,,
KBU,ID,,,,
KBV,TH,,,,{'AirportCode': 'KBV'}
KBX,ID,,,,
KBY,AU,,,,
KBZ,NZ,,,,
KCA,CN,,,,
KCB,SR,,,,
KCC,US,,,,
KCE,AU,,,,
KCH,MY,,,,{'AirportCode': 'KCH'}
KCI,ID,,,,
KCK,US,,,,
KCL,US,,,,
KCM,TR,,,,{'AirportCode': 'KCM'}
KCN,US,,,,
KCP,UA,,,,
KCR,US,,,,
KCS,AU,,,,
KCU,UG,,,,
KCZ,JP,,,,{'AirportCode': 'KCZ'}
KDA,SN,,,,
KDB,AU,,,,
KDC,BJ,,,,
KDD,PK,,,,
KDE,PG,,,,
KDG,BG,,,,
KDH,AF,,,,
KDI,ID,,,,
KDJ,GA,,,,
KDL,EE,,,,
KDN,GA,,,,
KDP,PG,,,,
KDR,PG,,,,
KDS,AU,,,,
KDU,PK,,,,
KDV,FJ,,,,
KEA,ID,,,,
KEB,US,,,,
KEC,ZR,,,,
KED,MR,,,,
KEE,CG,,,,
KEG,PG,,,,
KEH,US,,,,
KEI,ID,,,,
KEJ,RU,,,,
KEK,US,,,,
KEL,DE,,,,
KEM,FI,,,,
KEN,SL,,,,
KEO,CI,,,,
KEP,NP,,,,
KEQ,ID,,,,
KER,IR,,,,
KES,CA,,,,
KET,MM,,,,
KEU,US,,,,
KEV,FI,,,,
KEX,PG,,,,
KEY,KE,,,,
KFA,MR,,,,
KFG,AU,,,,
KFP,US,,,,
KFS,TR,,,,{'AirportCode': 'KFS'}
KGA,ZR,,,,
KGB,PG,,,,
KGC,AU,,,,
KGD,RU,,,,{'AirportCode': 'KGD'}
KGF,KZ,,,,
KGG,SN,,,,
KGH,PG,,,,
KGI,AU,,,,
KGJ,MW,,,,
KGK,US,,,,
KGL,RW,,,,{'AirportCode': 'KGL'}
KGM,PG,,,,
KGN,ZR,,,,
KGO,UA,,,,
KGR,AU,,,,
KGS,GR,,,,{'AirportCode': 'KGS'}
KGU,MY,,,,
KGW,PG,,,,
KGX,US,,,,
KGY,AU,,,,
KGZ,US,,,,
KHA,IR,,,,
KHC,UA,,,,
KHE,UA,,,,{'AirportCode': 'KHE'}
KHG,CN,,,,{'AirportCode': 'KHG'}
KHH,TW,,,,{'AirportCode': 'KHH'}
KHI,PK,,,,{'AirportCode': 'KHI'}
KHJ,FI,,,,
KHK,IR,,,,
KHL,BD,,,,
KHM,MM,,,,
KHN,CN,,,,{'AirportCode': 'KHN'}
KHO,ZA,,,,
KHR,MN,,,,
KHS,OM,,,,
KHT,AF,,,,
KHU,UA,,,,
KHV,RU,,,,{'AirportCode': 'KHV'}
KHW,BW,,,,
KIA,PG,,,,
KIB,US,,,,
KIC,US,,,,
KID,SE,,,,
KIE,PG,,,,
KIF,CA,,,,
KIG,ZA,,,,
KIH,IR,,,,
KIJ,JP,,,,{'AirportCode': 'KIJ'}
KIK,IQ,,,,
KIL,ZR,,,,
KIM,ZA,,,,{'AirportCode': 'KIM'}
KIN,JM,,,,{'AirportCode': 'KIN'}
KIO,MH,,,,
KIQ,PG,,,,
KIR,IE,,,,
KIS,KE,,,,
KIT,GR,,,,
KIU,KE,,,,
KIV,MD,,,,{'AirportCode': 'KIV'}
KIW,ZM,,,,
KIY,TZ,,,,
KIZ,PG,,,,
KJA,RU,,,,{'AirportCode': 'KJA'}
KJK,BE,,,,
KJP,JP,,,,
KJU,PG,,,,
KKA,US,,,,
KKB,US,,,,
KKC,TH,,,,{'AirportCode': 'KKC'}
KKD,PG,,,,
KKE,NZ,,,,{'AirportCode': 'KKE'}
KKF,US,,,,
KKG,GY,,,,
KKH,US,,,,
KKI,US,,,,
KKJ,JP,,,,{'AirportCode': 'KKJ'}
KKK,US,,,,
KKL,US,,,,
KKM,TH,,,,
KKN,NO,,,,{'AirportCode': 'KKN'}
KKO,NZ,,,,
KKP,AU,,,,
KKR,PF,,,,
KKT,US,,,,
KKU,US,,,,
KKW,ZR,,,,
KKX,JP,,,,
KKY,IE,,,,
KKZ,KH,,,,
KLB,ZM,,,,
KLC,SN,,,,
KLD,RU,,,,
KLE,CM,,,,
KLF,RU,,,,
KLG,US,,,,
KLH,IN,,,,
KLI,ZR,,,,
KLJ,LT,,,,
KLK,KE,,,,
KLL,US,,,,
KLN,US,,,,
KLO,PH,,,,{'AirportCode': 'KLO'}
KLP,US,,,,
KLQ,ID,,,,
KLR,SE,,,,{'AirportCode': 'KLR'}
KLS,US,,,,
KLT,DE,,,,{'AirportCode': 'KLT'}
KLU,AT,,,,{'AirportCode': 'KLU'}
KLV,CZ,,,,
KLW,US,,,,
KLX,GR,,,,{'AirportCode': 'KLX'}
KLY,ZR,,,,
KLZ,ZA,,,,
KMA,PG,,,,
KMB,PG,,,,
KMD,GA,,,,
KME,RW,,,,
KMF,PG,,,,
KMG,CN,,,,{'AirportCode': 'KMG'}
KMH,ZA,,,,
KMI,JP,,,,{'AirportCode': 'KMI'}
KMJ,JP,,,,{'AirportCode': 'KMJ'}
KMK,CG,,,,
KML,AU,,,,
KMM,ID,,,,
KMN,ZR,,,,
KMO,US,,,,
KMP,NA,,,,
KMQ,JP,,,,{'AirportCode': 'KMQ'}
KMR,PG,,,,
KMS,GH,,,,
KMT,KH,,,,
KMU,SO,,,,
KMV,MM,,,,
KMW,RU,,,,
KMX,SA,,,,
KMY,US,,,,
KMZ,ZM,,,,
KNA,CL,,,,
KNB,US,,,,
KNC,CN,,,,{'AirportCode': 'KNC'}
KND,ZR,,,,
KNE,PG,,,,
KNF,GB,,,,
KNG,ID,,,,
KNH,TW,,,,
KNI,AU,,,,
KNJ,CG,,,,
KNK,US,,,,
KNL,PG,,,,
KNM,ZR,,,,
KNN,GN,,,,
KNO,BE,,,,
KNQ,NC,,,,
KNR,IR,,,,
KNS,AU,,,,
KNT,US,,,,
KNU,IN,,,,{'AirportCode': 'KNU'}
KNW,US,,,,
KNX,AU,,,,
KNY,CA,,,,
KNZ,ML,,,,
KOA,US,,,,{'AirportCode': 'KOA'}
KOB,CM,,,,
KOC,NC,,,,
KOD,ID,,,,
KOE,ID,,,,
KOF,ZA,,,,
KOG,LA,,,,
KOH,AU,,,,
KOI,GB,,,,
KOJ,JP,,,,{'AirportCode': 'KOJ'}
KOK,FI,,,,
KOL,CF,,,,
KOM,PG,,,,
KON,VN,,,,
KOO,ZR,,,,
KOP,TH,,,,
KOR,PG,,,,
KOS,KH,,,,
KOT,US,,,,
KOU,GA,,,,
KOV,KZ,,,,
KOW,CN,,,,{'AirportCode': 'KOW'}
KOX,ID,,,,
KOY,US,,,,
KOZ,US,,,,
KPA,PG,,,,
KPB,US,,,,
KPC,US,,,,
KPD,US,,,,
KPE,PG,,,,
KPG,GY,,,,
KPH,US,,,,
KPI,MY,,,,
KPK,US,,,,
KPM,PG,,,,
KPN,US,,,,
KPO,KR,,,,{'AirportCode': 'KPO'}
KPP,AU,,,,
KPR,US,,,,
KPS,AU,,,,
KPT,US,,,,
KPV,US,,,,
KPY,US,,,,
KQA,US,,,,
KQB,AU,,,,
KQL,PG,,,,
KRA,AU,,,,
KRB,AU,,,,
KRC,ID,,,,
KRD,AU,,,,
KRE,BI,,,,
KRF,SE,,,,
KRG,GY,,,,
KRI,PG,,,,
KRJ,PG,,,,
KRK,PL,,,,{'AirportCode': 'KRK'}
KRL,CN,,,,{'AirportCode': 'KRL'}
KRM,GY,,,,
KRN,SE,,,,{'AirportCode': 'KRN'}
KRO,RU,,,,
KRP,DK,,,,
KRQ,UA,,,,
KRR,RU,,,,{'AirportCode': 'KRR'}
KRS,NO,,,,{'AirportCode': 'KRS'}
KRT,SD,,,,{'AirportCode': 'KRT'}
KRU,PG,,,,
KRV,KE,,,,
KRW,TM,,,,
KRX,PG,,,,
KRY,CN,,,,{'AirportCode': 'KRY'}
KRZ,ZR,,,,
KSA,FM,,,,{'AirportCode': 'KSA'}
KSB,PG,,,,
KSC,SK,,,,{'AirportCode': 'KSC'}
KSD,SE,,,,{'AirportCode': 'KSD'}
KSE,UG,,,,
KSF,DE,,,,{'AirportCode': 'KWQ'}
KSG,PG,,,,
KSH,IR,,,,
KSI,GN,,,,
KSJ,GR,,,,
KSK,SE,,,,
KSL,SD,,,,
KSM,US,,,,
KSN,KZ,,,,
KSO,GR,,,,
KSP,PG,,,,
KSQ,UZ,,,,
KSR,US,,,,
KSS,ML,,,,
KST,SD,,,,
KSU,NO,,,,{'AirportCode': 'KSU'}
KSV,AU,,,,
KSW,IL,,,,
KSX,PG,,,,
KSY,TR,,,,{'AirportCode': 'KSY'}
KSZ,RU,,,,
KTA,AU,,,,
KTB,US,,,,
KTC,CI,,,,
KTD,JP,,,,
KTE,MY,,,,
KTF,NZ,,,,
KTG,ID,,,,
KTH,US,,,,
KTI,KH,,,,
KTK,PG,,,,
KTL,KE,,,,
KTM,NP,,,,{'AirportCode': 'KTM'}
KTN,US,,,,{'AirportCode': 'KTN'}
KTO,GY,,,,
KTQ,FI,,,,
KTR,AU,,,,
KTS,US,,,,
KTT,FI,,,,{'AirportCode': 'KTT'}
KTU,IN,,,,
KTV,VE,,,,
KTW,PL,,,,{'AirportCode': 'KTW'}
KTX,ML,,,,
KUA,MY,,,,{'AirportCode': 'KUA'}
KUB,BN,,,,
KUC,KI,,,,
KUD,MY,,,,
KUE,SB,,,,
KUF,RU,,,,{'AirportCode': 'KUF'}
KUG,AU,,,,
KUH,JP,,,,{'AirportCode': 'KUH'}
KUI,NZ,,,,
KUJ,JP,,,,
KUK,US,,,,
KUL,MY,,,,{'AirportCode': 'KUL'}
KUM,JP,,,,
KUN,LT,,,,{'AirportCode': 'KUN'}
KUO,FI,,,,{'AirportCode': 'KUO'}
KUP,PG,,,,
KUQ,PG,,,,
KUR,AF,,,,
KUS,GL,,,,
KUT,GE,,,,
KUU,IN,,,,
KUV,KR,,,,
KUW,US,,,,
KUZ,KR,,,,
KVA,GR,,,,{'AirportCode': 'KVA'}
KVB,SE,,,,
KVC,US,,,,
KVD,AZ,,,,
KVE,PG,,,,
KVG,PG,,,,
KVK,RU,,,,
KVL,US,,,,
KVU,FJ,,,,
KVX,RU,,,,{'AirportCode': 'KVX'}
KWA,MH,,,,{'AirportCode': 'KWA'}
KWB,ID,,,,
KWD,CF,,,,
KWE,CN,,,,{'AirportCode': 'KWE'}
KWF,US,,,,
KWG,UA,,,,
KWH,AF,,,,
KWI,KW,,,,{'AirportCode': 'KWI'}
KWJ,KR,,,,{'AirportCode': 'KWJ'}
KWK,US,,,,
KWL,CN,,,,{'AirportCode': 'KWL'}
KWM,AU,,,,
KWN,US,,,,
KWO,PG,,,,
KWP,US,,,,
KWR,SB,,,,
KWS,SB,,,,
KWT,US,,,,
KWU,NZ,,,,
KWV,PG,,,,
KWX,PG,,,,
KWY,KE,,,,
KWZ,ZR,,,,
KXA,US,,,,
KXE,ZA,,,,
KXF,FJ,,,,
KXK,RU,,,,
KXR,PG,,,,
KYA,TR,,,,{'AirportCode': 'KYA'}
KYB,AU,,,,
KYD,TW,,,,
KYE,LB,,,,
KYF,AU,,,,
KYI,AU,,,,
KYK,US,,,,
KYL,US,,,,
KYN,GB,,,,
KYP,MM,,,,
KYS,ML,,,,
KYT,MM,,,,
KYU,US,,,,
KYX,PG,,,,
KYZ,RU,,,,
KZB,US,,,,
KZC,KH,,,,
KZD,KH,,,,
KZF,PG,,,,
KZH,US,,,,
KZI,GR,,,,
KZK,KH,,,,
KZN,RU,,,,{'AirportCode': 'KZN'}
KZR,TR,,,,
KZS,GR,,,,
LAA,US,,,,
LAB,PG,,,,
LAC,MY,,,,
LAD,AO,,,,{'AirportCode': 'LAD'}
LAE,PG,,,,
LAF,US,,,,
LAG,VE,,,,
LAH,ID,,,,
LAI,FR,,,,
LAJ,BR,,,,
LAK,CA,,,,
LAL,US,,,,
LAM,US,,,,
LAN,US,,,,{'AirportCode': 'LAN'}
LAO,PH,,,,
LAP,MX,,,,{'AirportCode': 'LAP'}
LAQ,LY,,,,
LAR,US,,,,{'AirportCode': 'LAR'}
LAS,US,,,,{'AirportCode': 'LAS'}
LAT,CO,,,,
LAU,KE,,,,
LAV,WS,,,,
LAW,US,,,,
LAX,US,,,,{'AirportCode': 'LAX'}
LAY,ZA,,,,
LAZ,BR,,,,
LBA,GB,,,,
LBB,US,,,,{'AirportCode': 'LBB'}
LBC,DE,,,,
LBD,TJ,,,,
LBE,US,,,,
LBF,US,,,,{'AirportCode': 'LBF'}
LBI,FR,,,,
LBJ,ID,,,,
LBK,KE,,,,
LBL,US,,,,{'AirportCode': 'LBL'}
LBM,MZ,,,,
LBN,KE,,,,
LBO,ZR,,,,
LBQ,GA,,,,
LBR,BR,,,,
LBS,FJ,,,,
LBT,US,,,,
LBU,MY,,,,{'AirportCode': 'LBU'}
LBV,GA,,,,{'AirportCode': 'LBV'}
LBW,ID,,,,
LBX,PH,,,,
LBY,FR,,,,
LCA,CY,,,,{'AirportCode': 'LCA'}
LCB,BR,,,,
LCC,IT,,,,
LCD,ZA,,,,
LCE,HN,,,,
LCG,ES,,,,
LCH,US,,,,{'AirportCode': 'LCH'}
LCI,US,,,,
LCJ,PL,,,,{'AirportCode': 'LCJ'}
LCL,CU,,,,
LCM,AR,,,,
LCN,AU,,,,
LCO,CG,,,,
LCR,CO,,,,
LCS,CR,,,,
LCV,IT,,,,
LDA,IN,,,,
LDB,BR,,,,{'AirportCode': 'LDB'}
LDC,AU,,,,
LDE,FR,,,,{'AirportCode': 'LDE'}
LDH,AU,,,,
LDI,TZ,,,,
LDJ,US,,,,
LDK,SE,,,,
LDM,US,,,,
LDN,NP,,,,
LDO,SR,,,,
LDR,YE,,,,
LDU,MY,,,,
LDV,FR,,,,
LDW,AU,,,,
LDX,GF,,,,
LDY,GB,,,,
LDZ,ZA,,,,
LEA,AU,,,,
LEB,US,,,,
LED,RU,,,,{'AirportCode': 'LED'}
LEE,US,,,,
LEF,LS,,,,
LEG,MR,,,,
LEH,FR,,,,
LEI,ES,,,,{'AirportCode': 'LEI'}
LEJ,DE,,,,{'AirportCode': 'LEJ'}
LEK,GN,,,,
LEL,AU,,,,
LEM,US,,,,
LEO,GA,,,,
LEP,BR,,,,
LEQ,GB,,,,
LER,AU,,,,
LES,LS,,,,
LET,CO,,,,{'AirportCode': 'LET'}
LEU,ES,,,,
LEV,FJ,,,,
LEW,US,,,,
LEX,US,,,,{'AirportCode': 'LEX'}
LEY,NL,,,,
LEZ,HN,,,,
LFN,US,,,,
LFO,ET,,,,
LFP,AU,,,,
LFQ,CN,,,,{'AirportCode': 'LFQ'}
LFR,VE,,,,
LFT,US,,,,{'AirportCode': 'LFT'}
LFW,TG,,,,{'AirportCode': 'LFW'}
LGB,US,,,,{'AirportCode': 'LGB'}
LGC,US,,,,
LGD,US,,,,
LGG,BE,,,,{'AirportCode': 'LGG'}
LGH,AU,,,,
LGI,BS,,,,
LGK,MY,,,,{'AirportCode': 'LGK'}
LGL,MY,,,,
LGM,PG,,,,
LGN,PG,,,,
LGO,DE,,,,
LGP,PH,,,,
LGQ,EC,,,,
LGR,CL,,,,
LGS,AR,,,,
LGT,CO,,,,
LGU,US,,,,
LGX,SO,,,,
LGY,VE,,,,
LGZ,CO,,,,
LHA,DE,,,,
LHB,US,,,,
LHE,PK,,,,{'AirportCode': 'LHE'}
LHG,AU,,,,
LHI,ID,,,,
LHK,CN,,,,
LHN,TW,,,,
LHP,PG,,,,
LHS,AR,,,,
LHV,US,,,,
LHW,CN,,,,{'AirportCode': 'LHW'}
LIA,CN,,,,
LIB,AU,,,,
LIC,US,,,,
LID,NL,,,,
LIE,ZR,,,,
LIF,NC,,,,
LIG,FR,,,,
LIH,US,,,,{'AirportCode': 'LIH'}
LII,ID,,,,
LIJ,US,,,,
LIK,MH,,,,
LIL,FR,,,,
LIM,PE,,,,{'AirportCode': 'LIM'}
LIO,CR,,,,
LIP,BR,,,,
LIQ,ZR,,,,
LIR,CR,,,,{'AirportCode': 'LIR'}
LIS,PT,,,,{'AirportCode': 'LIS'}
LIT,US,,,,{'AirportCode': 'LIT'}
LIV,US,,,,
LIW,MM,,,,
LIX,MW,,,,
LIY,US,,,,
LIZ,US,,,,
LJA,ZR,,,,
LJG,CN,,,,{'AirportCode': 'LJG'}
LJN,US,,,,
LJU,SI,,,,{'AirportCode': 'LJU'}
LKA,ID,,,,
LKB,FJ,,,,
LKC,CG,,,,
LKD,AU,,,,
LKK,US,,,,
LKL,NO,,,,
LKN,NO,,,,
LKO,IN,,,,{'AirportCode': 'LKO'}
LKP,US,,,,
LKR,SO,,,,
LKS,US,,,,
LKT,CI,,,,
LKU,KE,,,,
LKV,US,,,,
LKY,TZ,,,,
LKZ,GB,,,,
LLA,SE,,,,{'AirportCode': 'LLA'}
LLE,ZA,,,,
LLG,AU,,,,
LLH,HN,,,,
LLI,ET,,,,{'AirportCode': 'LLI'}
LLL,AU,,,,
LLM,MY,,,,
LLN,ID,,,,
LLP,AU,,,,
LLS,AR,,,,
LLW,MW,,,,{'AirportCode': 'LLW'}
LLX,US,,,,
LLY,US,,,,
LMA,US,,,,
LMB,MW,,,,
LMC,CO,,,,
LMD,AR,,,,
LME,FR,,,,
LMG,PG,,,,
LMH,HN,,,,
LMI,PG,,,,
LML,MH,,,,
LMM,MX,,,,
LMN,MY,,,,
LMO,GB,,,,
LMP,IT,,,,{'AirportCode': 'LMP'}
LMQ,LY,,,,
LMR,ZA,,,,
LMS,US,,,,
LMT,US,,,,
LMX,CO,,,,
LMY,PG,,,,
LMZ,MZ,,,,
LNB,VU,,,,
LNC,PG,,,,
LND,US,,,,
LNE,VU,,,,
LNF,PG,,,,
LNG,PG,,,,
LNH,AU,,,,
LNI,US,,,,
LNK,US,,,,{'AirportCode': 'LNK'}
LNM,PG,,,,
LNN,US,,,,
LNO,AU,,,,
LNP,US,,,,
LNQ,PG,,,,
LNR,US,,,,
LNS,US,,,,
LNV,PG,,,,
LNX,RU,,,,
LNY,US,,,,{'AirportCode': 'LNY'}
LNZ,AT,,,,"{'AirportCode': ['LNZ', 'LZS']}"
LOA,AU,,,,
LOB,CL,,,,
LOC,AU,,,,
LOD,VU,,,,
LOE,TH,,,,
LOF,MH,,,,
LOG,US,,,,
LOH,EC,,,,
LOK,KE,,,,
LOL,US,,,,
LOM,MX,,,,
LON,GB,,,,"{'AirportCode': ['LCY', 'LHR', 'STN', 'LGW', 'LTN', 'SEN']}"
LOO,DZ,,,,
LOP,ID,,,,
LOQ,BW,,,,
LOS,NG,,,,{'AirportCode': 'LOS'}
LOT,US,,,,
LOV,MX,,,,
LOW,US,,,,
LOY,KE,,,,
LOZ,US,,,,
LPA,ES,,,,{'AirportCode': 'LPA'}
LPB,BO,,,,{'AirportCode': 'LPB'}
LPC,US,,,,
LPD,CO,,,,
LPE,CO,,,,
LPG,AR,,,,
LPH,GB,,,,
LPI,SE,,,,{'AirportCode': 'LPI'}
LPJ,VE,,,,
LPK,RU,,,,
LPL,GB,,,,
LPM,VU,,,,
LPN,PG,,,,
LPO,US,,,,
LPP,FI,,,,
LPQ,LA,,,,{'AirportCode': 'LPQ'}
LPS,US,,,,
LPT,TH,,,,{'AirportCode': 'LPT'}
LPU,ID,,,,
LPW,US,,,,
LPX,LV,,,,
LPY,FR,,,,
LQK,US,,,,
LQM,CO,,,,
LQN,AF,,,,
LRA,GR,,,,
LRB,LS,,,,
LRC,DE,,,,
LRD,US,,,,{'AirportCode': 'LRD'}
LRE,AU,,,,
LRF,US,,,,
LRG,PK,,,,
LRH,FR,,,,
LRI,CO,,,,
LRJ,US,,,,
LRK,US,,,,
LRL,TG,,,,
LRM,DO,,,,{'AirportCode': 'LRM'}
LRO,US,,,,
LRQ,CA,,,,
LRS,GR,,,,
LRT,FR,,,,
LRU,US,,,,
LRV,VE,,,,
LSA,PG,,,,
LSB,US,,,,
LSC,CL,,,,{'AirportCode': 'LSC'}
LSE,US,,,,
LSH,MM,,,,
LSJ,PG,,,,
LSK,US,,,,
LSL,CR,,,,
LSM,MY,,,,
LSN,US,,,,
LSO,FR,,,,
LSP,VE,,,,{'AirportCode': 'LSP'}
LSQ,CL,,,,
LSR,US,,,,
LSS,GP,,,,
LST,AU,,,,{'AirportCode': 'LST'}
LSU,MY,,,,
LSW,ID,,,,
LSX,ID,,,,
LSY,AU,,,,
LSZ,HR,,,,
LTA,ZA,,,,
LTB,AU,,,,
LTC,TD,,,,
LTD,LY,,,,
LTF,PG,,,,
LTG,NP,,,,
LTH,US,,,,
LTI,MN,,,,
LTK,SY,,,,
LTL,GA,,,,
LTM,GY,,,,
LTO,MX,,,,
LTP,AU,,,,
LTQ,FR,,,,
LTR,IE,,,,
LTS,US,,,,
LTT,FR,,,,
LTV,AU,,,,
LTW,US,,,,
LUA,NP,,,,
LUB,GY,,,,
LUC,FJ,,,,
LUD,NA,,,,
LUE,SK,,,,
LUG,CH,,,,{'AirportCode': 'LUG'}
LUH,IN,,,,
LUI,HN,,,,
LUJ,ZA,,,,
LUL,US,,,,
LUM,CN,,,,
LUN,ZM,,,,{'AirportCode': 'LUN'}
LUO,AO,,,,
LUP,US,,,,
LUQ,AR,,,,
LUR,US,,,,
LUS,ZR,,,,
LUT,AU,,,,
LUU,AU,,,,
LUV,ID,,,,
LUW,ID,,,,
LUX,LU,,,,{'AirportCode': 'LUX'}
LUY,TZ,,,,
LUZ,PL,,,,{'AirportCode': 'LUZ'}
LVA,FR,,,,
LVB,BR,,,,
LVD,US,,,,
LVI,ZM,,,,{'AirportCode': 'LVI'}
LVK,US,,,,
LVL,US,,,,
LVM,US,,,,
LVO,AU,,,,
LVP,IR,,,,
LVS,US,,,,
LWA,PH,,,,
LWB,US,,,,{'AirportCode': 'LWB'}
LWC,US,,,,
LWE,ID,,,,
LWH,AU,,,,
LWI,PG,,,,
LWL,US,,,,
LWM,US,,,,
LWN,AM,,,,
LWO,UA,,,,{'AirportCode': 'LWO'}
LWR,NL,,,,
LWS,US,,,,{'AirportCode': 'LWS'}
LWT,US,,,,
LWV,US,,,,
LWY,MY,,,,
