AirportCode,DepartureAirportCode,ScheduledDepartureLocal,ScheduledDepartureUTC,ActualDepartureLocal,ActualDepartureUTC,DepartureTimeStatus,ArrivalAirportCode,ScheduledArrivalLocal,ScheduledArrivalUTC,ActualArrivalLocal,ActualArrivalUTC,ArrivalTimeStatus,MarketingAirlineID,MarketingFlightNumber,OperatingAirlineID,OperatingFlightNumber,AircraftCode,AircraftRegistration,FlightStatus,ServiceType
KEF,KEF,2024-06-11T00:25,2024-06-11T00:25Z,2024-06-11T00:33,2024-06-11T00:33Z,Flight On Time,FRA,2024-06-11T05:55,2024-06-11T03:55Z,2024-06-11T05:43,2024-06-11T03:43Z,Flight Early,LH,869,LH,869,32N,DAING,Flight Landed,Passenger
KNO,KNO,2024-06-11T01:25,2024-06-10T18:25Z,,,Flight On Time,JED,2024-06-11T06:10,2024-06-11T03:10Z,,,Flight On Time,SV,5323,SV,5323,AB6,,No status,Passenger
KUL,KUL,2024-06-11T02:15,2024-06-10T18:15Z,,,Flight On Time,JED,2024-06-11T06:05,2024-06-11T03:05Z,,,Flight On Time,SV,841,SV,841,789,,No status,Passenger
KWI,KWI,2024-06-11T01:45,2024-06-10T22:45Z,2024-06-11T01:57,2024-06-10T22:57Z,Flight On Time,FRA,2024-06-11T07:10,2024-06-11T05:10Z,2024-06-11T07:07,2024-06-11T05:07Z,Flight Early,LH,625,LH,625,333,DAIKS,Flight Landed,Passenger
LCA,LCA,2024-06-11T02:15,2024-06-10T23:15Z,2024-06-11T02:38,2024-06-10T23:38Z,Flight Delayed,BEY,2024-06-11T02:55,2024-06-10T23:55Z,2024-06-11T03:24,2024-06-11T00:24Z,Flight Delayed,LH,1302,LH,1302,32M,DAIDF,Flight Landed,Passenger
LIM,LIM,2024-06-11T00:05,2024-06-11T05:05Z,,,Flight On Time,JFK,2024-06-11T09:05,2024-06-11T13:05Z,,,Flight On Time,LA,2468,LA,2468,763,,No status,Passenger
MAA,MAA,2024-06-11T01:50,2024-06-10T20:20Z,2024-06-11T03:23,2024-06-10T21:53Z,Flight Delayed,FRA,2024-06-11T08:30,2024-06-11T06:30Z,2024-06-11T09:57,2024-06-11T07:57Z,Flight Delayed,LH,759,LH,759,343,DAIFD,Flight Landed,Passenger
MCT,MCT,2024-06-11T03:00,2024-06-10T23:00Z,,,Flight On Time,JED,2024-06-11T05:10,2024-06-11T02:10Z,,,Flight On Time,SV,5419,SV,5419,777,,No status,Passenger
NUE,NUE,2024-06-11T00:20,2024-06-10T22:20Z,2024-06-11T00:41,2024-06-10T22:41Z,Flight Delayed,AYT,2024-06-11T04:30,2024-06-11T01:30Z,2024-06-11T04:43,2024-06-11T01:43Z,Flight Delayed,XQ,169,XQ,169,73H,TCSPT,Flight Landed,Passenger
NUE,NUE,2024-06-11T02:50,2024-06-11T00:50Z,2024-06-11T03:04,2024-06-11T01:04Z,Flight On Time,AYT,2024-06-11T07:00,2024-06-11T04:00Z,2024-06-11T07:09,2024-06-11T04:09Z,Flight On Time,XQ,167,XQ,167,73H,TCSPJ,Flight Landed,Passenger
NUE,NUE,2024-06-11T03:15,2024-06-11T01:15Z,2024-06-11T04:21,2024-06-11T02:21Z,Flight Delayed,AYT,2024-06-11T07:25,2024-06-11T04:25Z,2024-06-11T08:28,2024-06-11T05:28Z,Flight Delayed,XQ,165,XQ,165,73H,TCSOT,Flight Landed,Passenger
NUE,NUE,2024-06-11T03:50,2024-06-11T01:50Z,2024-06-11T05:27,2024-06-11T03:27Z,Flight Delayed,PMI,2024-06-11T06:00,2024-06-11T04:00Z,2024-06-11T07:50,2024-06-11T05:50Z,Flight Delayed,EW,6815,EW,6815,320,9HEUP,Flight Landed,Passenger
PAD,PAD,2024-06-11T01:55,2024-06-10T23:55Z,2024-06-11T02:19,2024-06-11T00:19Z,Flight Delayed,AYT,2024-06-11T06:25,2024-06-11T03:25Z,2024-06-11T06:49,2024-06-11T03:49Z,Flight Delayed,XQ,367,XQ,367,320,LYMLJ,Flight Landed,Passenger
PAD,PAD,2024-06-11T03:15,2024-06-11T01:15Z,2024-06-11T04:43,2024-06-11T02:43Z,Flight Delayed,AYT,2024-06-11T07:45,2024-06-11T04:45Z,2024-06-11T09:49,2024-06-11T06:49Z,Flight Delayed,XQ,369,XQ,369,73H,YRHLB,Flight Landed,Passenger
PEK,PEK,2024-06-11T02:20,2024-06-10T18:20Z,2024-06-11T02:35,2024-06-10T18:35Z,Flight On Time,MUC,2024-06-11T06:20,2024-06-11T04:20Z,2024-06-11T06:40,2024-06-11T04:40Z,Flight Delayed,CA,961,CA,961,773,B2046,Flight Landed,Passenger
PEK,PEK,2024-06-11T02:30,2024-06-10T18:30Z,2024-06-11T02:40,2024-06-10T18:40Z,Flight On Time,FRA,2024-06-11T06:50,2024-06-11T04:50Z,2024-06-11T06:58,2024-06-11T04:58Z,Flight On Time,CA,965,CA,965,773,B2032,Flight Landed,Passenger
PEK,PEK,2024-06-11T02:50,2024-06-10T18:50Z,,,Flight On Time,VIE,2024-06-11T06:50,2024-06-11T04:50Z,2024-06-11T06:54,2024-06-11T04:54Z,Flight On Time,CA,841,CA,841,359,B32F1,Flight Landed,Passenger
TZX,TZX,2024-06-11T02:35,2024-06-10T23:35Z,2024-06-11T02:23,2024-06-10T23:23Z,Flight Early,KWI,2024-06-11T05:10,2024-06-11T02:10Z,2024-06-11T04:46,2024-06-11T01:46Z,Flight Early,XQ,1508,XQ,1508,73H,TCSOV,Flight Landed,Passenger
VIE,VIE,2024-06-10T22:35,2024-06-10T20:35Z,2024-06-11T00:29,2024-06-10T22:29Z,Flight Delayed,KLU,2024-06-10T23:25,2024-06-10T21:25Z,2024-06-11T01:18,2024-06-10T23:18Z,Flight Delayed,OS,943,OS,943,AT7,SEMKI,Flight Landed,Passenger
ADA,ADA,2024-06-12T03:40,2024-06-12T00:40Z,2024-06-12T03:36,2024-06-12T00:36Z,Flight Early,DUS,2024-06-12T06:45,2024-06-12T04:45Z,2024-06-12T06:53,2024-06-12T04:53Z,Flight On Time,XQ,782,XQ,782,7M8,TCSMI,Flight Landed,Passenger
ADA,ADA,2024-06-12T03:55,2024-06-12T00:55Z,2024-06-12T03:55,2024-06-12T00:55Z,Flight On Time,STR,2024-06-12T06:45,2024-06-12T04:45Z,2024-06-12T06:51,2024-06-12T04:51Z,Flight On Time,XQ,702,XQ,702,73H,TCSPA,Flight Landed,Passenger
ADB,ADB,2024-06-12T01:35,2024-06-11T22:35Z,2024-06-12T01:27,2024-06-11T22:27Z,Flight Early,SKP,2024-06-12T01:59,2024-06-11T23:59Z,2024-06-12T01:50,2024-06-11T23:50Z,Flight Early,XQ,896,XQ,896,73H,TCSEU,Flight Landed,Passenger
ADB,ADB,2024-06-12T03:50,2024-06-12T00:50Z,2024-06-12T03:48,2024-06-12T00:48Z,Flight Early,DUS,2024-06-12T06:15,2024-06-12T04:15Z,2024-06-12T06:08,2024-06-12T04:08Z,Flight Early,XQ,988,XQ,988,73H,TCSOD,Flight Landed,Passenger
ADB,ADB,2024-06-12T04:10,2024-06-12T01:10Z,2024-06-12T04:00,2024-06-12T01:00Z,Flight Early,STR,2024-06-12T06:15,2024-06-12T04:15Z,2024-06-12T06:06,2024-06-12T04:06Z,Flight Early,XQ,962,XQ,962,73H,TCSNR,Flight Landed,Passenger
ADD,ADD,2024-06-12T00:05,2024-06-11T21:05Z,,,Flight On Time,FRA,2024-06-12T06:25,2024-06-12T04:25Z,2024-06-12T06:31,2024-06-12T04:31Z,Flight On Time,ET,706,ET,706,359,ETAYB,Flight Landed,Passenger
ADD,ADD,2024-06-12T00:05,2024-06-11T21:05Z,,,Flight On Time,CDG,2024-06-12T06:45,2024-06-12T04:45Z,,,Flight On Time,ET,734,ET,734,359,,No status,Passenger
ADD,ADD,2024-06-12T00:35,2024-06-11T21:35Z,,,Flight On Time,VIE,2024-06-12T05:55,2024-06-12T03:55Z,2024-06-12T06:29,2024-06-12T04:29Z,Flight Delayed,ET,724,ET,724,77L,WILAD,Flight Landed,Passenger
AHB,AHB,2024-06-12T00:05,2024-06-11T21:05Z,,,Flight On Time,JED,2024-06-12T01:25,2024-06-11T22:25Z,,,Flight On Time,SV,1621,SV,1621,320,,No status,Passenger
AHB,AHB,2024-06-12T01:45,2024-06-11T22:45Z,,,Flight On Time,JED,2024-06-12T03:05,2024-06-12T00:05Z,,,Flight On Time,SV,1643,SV,1643,320,,No status,Passenger
ALG,ALG,2024-06-12T01:50,2024-06-12T00:50Z,2024-06-12T01:32,2024-06-12T00:32Z,Flight Early,FRA,2024-06-12T05:30,2024-06-12T03:30Z,2024-06-12T05:06,2024-06-12T03:06Z,Flight Early,LH,1319,LH,1319,32A,DAIZT,Flight Landed,Passenger
AMM,AMM,2024-06-12T00:10,2024-06-11T21:10Z,,,Flight On Time,JED,2024-06-12T02:25,2024-06-11T23:25Z,,,Flight On Time,SV,3534,SV,3534,320,,No status,Passenger
AMM,AMM,2024-06-12T03:45,2024-06-12T00:45Z,2024-06-12T03:57,2024-06-12T00:57Z,Flight On Time,FRA,2024-06-12T07:30,2024-06-12T05:30Z,2024-06-12T07:35,2024-06-12T05:35Z,Flight On Time,LH,693,LH,693,32A,DAIZR,Flight Landed,Passenger
ARN,ARN,2024-06-12T00:05,2024-06-11T22:05Z,2024-06-11T23:59,2024-06-11T21:59Z,Flight Early,AYT,2024-06-12T05:15,2024-06-12T02:15Z,2024-06-12T04:54,2024-06-12T01:54Z,Flight Early,XQ,579,XQ,579,73H,TCSPK,Flight Landed,Passenger
ATH,ATH,2024-06-11T23:55,2024-06-11T20:55Z,,,Flight Delayed,CAI,2024-06-12T01:50,2024-06-11T22:50Z,2024-06-12T04:23,2024-06-12T01:23Z,Flight Delayed,A3,930,A3,930,321,SXDGT,Flight Landed,Passenger
AUH,AUH,2024-06-12T02:30,2024-06-11T22:30Z,,,Flight On Time,FRA,2024-06-12T07:15,2024-06-12T05:15Z,2024-06-12T07:18,2024-06-12T05:18Z,Flight On Time,EY,121,EY,121,781,A6BMG,Flight Landed,Passenger
AUH,AUH,2024-06-12T02:30,2024-06-11T22:30Z,,,Flight On Time,MUC,2024-06-12T07:00,2024-06-12T05:00Z,2024-06-12T07:11,2024-06-12T05:11Z,Flight On Time,EY,125,EY,125,789,A6BLI,Flight Landed,Passenger
AUH,AUH,2024-06-12T03:05,2024-06-11T23:05Z,,,Flight On Time,ORD,2024-06-12T08:50,2024-06-12T13:50Z,,,Flight On Time,EY,151,EY,151,351,,No status,Passenger
AUH,AUH,2024-06-12T03:15,2024-06-11T23:15Z,,,Flight On Time,CAI,2024-06-12T06:10,2024-06-12T03:10Z,,,Flight On Time,EY,657,EY,657,321,,No status,Passenger
AYT,AYT,2024-06-11T23:55,2024-06-11T20:55Z,2024-06-12T00:01,2024-06-11T21:01Z,Flight On Time,CGN,2024-06-12T02:55,2024-06-12T00:55Z,2024-06-12T04:02,2024-06-12T02:02Z,Flight Delayed,XQ,112,XQ,112,73H,TCSEO,Flight Landed,Passenger
AYT,AYT,2024-06-12T00:25,2024-06-11T21:25Z,2024-06-12T00:18,2024-06-11T21:18Z,Flight Early,SKP,2024-06-12T01:15,2024-06-11T23:15Z,2024-06-12T01:35,2024-06-11T23:35Z,Flight Delayed,XQ,630,XQ,630,73H,TCSPO,Flight Landed,Passenger
AYT,AYT,2024-06-12T04:00,2024-06-12T01:00Z,2024-06-12T03:55,2024-06-12T00:55Z,Flight Early,PRN,2024-06-12T05:05,2024-06-12T03:05Z,2024-06-12T05:07,2024-06-12T03:07Z,Flight On Time,XQ,654,XQ,654,73H,TCSOC,Flight Landed,Passenger
BKK,BKK,2024-06-12T00:50,2024-06-11T17:50Z,2024-06-12T01:17,2024-06-11T18:17Z,Flight Delayed,MUC,2024-06-12T07:05,2024-06-12T05:05Z,2024-06-12T07:20,2024-06-12T05:20Z,Flight Delayed,TG,924,TG,924,359,HSTHX,Flight Landed,Passenger
BKK,BKK,2024-06-12T02:20,2024-06-11T19:20Z,,,Flight On Time,VIE,2024-06-12T08:35,2024-06-12T06:35Z,2024-06-12T08:36,2024-06-12T06:36Z,Flight On Time,BR,061,BR,061,781,WILAD,Flight Landed,Passenger
BLR,BLR,2024-06-12T00:05,2024-06-11T18:35Z,,,Flight On Time,JED,2024-06-12T03:30,2024-06-12T00:30Z,,,Flight On Time,SV,5311,SV,5311,74E,,No status,Passenger
BLR,BLR,2024-06-12T03:00,2024-06-11T21:30Z,2024-06-12T04:28,2024-06-11T22:58Z,Flight Delayed,FRA,2024-06-12T09:00,2024-06-12T07:00Z,2024-06-12T10:52,2024-06-12T08:52Z,Flight Delayed,LH,755,LH,755,74H,DABYM,Flight Landed,Passenger
BOM,BOM,2024-06-12T00:55,2024-06-11T19:25Z,2024-06-12T01:12,2024-06-11T19:42Z,Flight Delayed,MUC,2024-06-12T05:55,2024-06-12T03:55Z,2024-06-12T06:08,2024-06-12T04:08Z,Flight Delayed,LH,767,LH,767,346,DAIHV,Flight Landed,Passenger
BOM,BOM,2024-06-12T00:55,2024-06-11T19:25Z,2024-06-12T00:54,2024-06-11T19:24Z,Flight Early,ZRH,2024-06-12T06:15,2024-06-12T04:15Z,2024-06-12T06:21,2024-06-12T04:21Z,Flight On Time,LX,155,LX,155,333,HBJHH,Flight Landed,Passenger
BOM,BOM,2024-06-12T02:45,2024-06-11T21:15Z,2024-06-12T03:13,2024-06-11T21:43Z,Flight Delayed,FRA,2024-06-12T08:10,2024-06-12T06:10Z,2024-06-12T08:22,2024-06-12T06:22Z,Flight Delayed,LH,757,LH,757,744,DABVY,Flight Landed,Passenger
CAI,CAI,2024-06-12T00:55,2024-06-11T21:55Z,,,Flight On Time,JED,2024-06-12T03:15,2024-06-12T00:15Z,,,Flight On Time,SV,386,SV,386,330,,No status,Passenger
CAI,CAI,2024-06-12T02:05,2024-06-11T23:05Z,,,Flight On Time,DOH,2024-06-12T05:10,2024-06-12T02:10Z,,,Flight On Time,QR,1306,QR,1306,788,,No status,Passenger
CAI,CAI,2024-06-12T03:10,2024-06-12T00:10Z,,,No status,ZRH,2024-06-12T06:30,2024-06-12T04:30Z,,,No status,LX,239,LX,239,32N,HBJDD,Flight Cancelled,Passenger
CAI,CAI,2024-06-12T03:25,2024-06-12T00:25Z,2024-06-12T03:39,2024-06-12T00:39Z,Flight On Time,MUC,2024-06-12T06:25,2024-06-12T04:25Z,2024-06-12T06:28,2024-06-12T04:28Z,Flight On Time,LH,587,LH,587,32Q,DAIEG,Flight Landed,Passenger
CAI,CAI,2024-06-12T03:45,2024-06-12T00:45Z,,,Flight On Time,JED,2024-06-12T06:05,2024-06-12T03:05Z,,,Flight On Time,SV,308,SV,308,330,,No status,Passenger
CAI,CAI,2024-06-12T04:00,2024-06-12T01:00Z,2024-06-12T05:26,2024-06-12T02:26Z,Flight Delayed,ATH,2024-06-12T06:00,2024-06-12T03:00Z,2024-06-12T07:15,2024-06-12T04:15Z,Flight Delayed,A3,931,A3,931,321,SXDGT,Flight Landed,Passenger
CGK,CGK,2024-06-12T00:40,2024-06-11T17:40Z,,,Flight On Time,JED,2024-06-12T06:25,2024-06-12T03:25Z,,,Flight On Time,SV,827,SV,827,777,,No status,Passenger
CGN,CGN,2024-06-12T00:20,2024-06-11T22:20Z,2024-06-12T00:57,2024-06-11T22:57Z,Flight Delayed,ADB,2024-06-12T04:30,2024-06-12T01:30Z,2024-06-12T04:58,2024-06-12T01:58Z,Flight Delayed,XQ,983,XQ,983,7M8,TCSOJ,Flight Landed,Passenger
CGN,CGN,2024-06-12T00:40,2024-06-11T22:40Z,2024-06-12T01:38,2024-06-11T23:38Z,Flight Delayed,AYT,2024-06-12T05:15,2024-06-12T02:15Z,2024-06-12T06:15,2024-06-12T03:15Z,Flight Delayed,XQ,117,XQ,117,73H,YRHLB,Flight Landed,Passenger
CGN,CGN,2024-06-12T01:30,2024-06-11T23:30Z,2024-06-12T01:28,2024-06-11T23:28Z,Flight Early,AYT,2024-06-12T06:05,2024-06-12T03:05Z,2024-06-12T05:52,2024-06-12T02:52Z,Flight Early,XQ,119,XQ,119,7M8,TCSOM,Flight Landed,Passenger
CGN,CGN,2024-06-12T02:45,2024-06-12T00:45Z,2024-06-12T02:44,2024-06-12T00:44Z,Flight Early,AYT,2024-06-12T07:20,2024-06-12T04:20Z,2024-06-12T07:24,2024-06-12T04:24Z,Flight On Time,XQ,115,XQ,115,7M8,TCSMB,Flight Landed,Passenger
CGN,CGN,2024-06-12T03:45,2024-06-12T01:45Z,2024-06-12T03:58,2024-06-12T01:58Z,Flight On Time,AYT,2024-06-12T08:20,2024-06-12T05:20Z,2024-06-12T08:38,2024-06-12T05:38Z,Flight Delayed,XQ,113,XQ,113,73H,TCSEO,Flight Landed,Passenger
CMB,CMB,2024-06-12T03:25,2024-06-11T21:55Z,,,Flight On Time,CDG,2024-06-12T10:55,2024-06-12T08:55Z,,,Flight On Time,UL,501,UL,501,333,,No status,Passenger
CMN,CMN,2024-06-12T01:15,2024-06-12T00:15Z,2024-06-12T01:30,2024-06-12T00:30Z,Flight On Time,FRA,2024-06-12T05:40,2024-06-12T03:40Z,2024-06-12T05:35,2024-06-12T03:35Z,Flight Early,LH,1331,LH,1331,32N,DAIND,Flight Landed,Passenger
CPH,CPH,2024-06-12T01:20,2024-06-11T23:20Z,,,Flight On Time,AYT,2024-06-12T06:00,2024-06-12T03:00Z,2024-06-12T05:38,2024-06-12T02:38Z,Flight Early,XQ,573,XQ,573,73H,TCSPR,Flight Landed,Passenger
DEL,DEL,2024-06-12T01:10,2024-06-11T19:40Z,2024-06-12T02:45,2024-06-11T21:15Z,Flight Delayed,ZRH,2024-06-12T06:20,2024-06-12T04:20Z,2024-06-12T07:50,2024-06-12T05:50Z,Flight Delayed,LX,147,LX,147,333,HBJHB,Flight Landed,Passenger
DEL,DEL,2024-06-12T01:20,2024-06-11T19:50Z,2024-06-12T01:28,2024-06-11T19:58Z,Flight On Time,MUC,2024-06-12T06:15,2024-06-12T04:15Z,2024-06-12T06:25,2024-06-12T04:25Z,Flight On Time,LH,763,LH,763,346,DAIHI,Flight Landed,Passenger
DEL,DEL,2024-06-12T02:50,2024-06-11T21:20Z,2024-06-12T03:19,2024-06-11T21:49Z,Flight Delayed,FRA,2024-06-12T08:15,2024-06-12T06:15Z,2024-06-12T09:10,2024-06-12T07:10Z,Flight Delayed,LH,761,LH,761,343,DAIFD,Flight Landed,Passenger
DMM,DMM,2024-06-12T02:00,2024-06-11T23:00Z,,,Flight On Time,JED,2024-06-12T04:15,2024-06-12T01:15Z,,,Flight On Time,SV,1131,SV,1131,321,,No status,Passenger
DMM,DMM,2024-06-12T04:00,2024-06-12T01:00Z,,,Flight On Time,JED,2024-06-12T06:15,2024-06-12T03:15Z,,,Flight On Time,SV,1127,SV,1127,321,,No status,Passenger
DOH,DOH,2024-06-12T01:20,2024-06-11T22:20Z,,,Flight On Time,MAN,2024-06-12T06:45,2024-06-12T05:45Z,,,Flight On Time,QR,021,QR,021,789,,No status,Passenger
DOH,DOH,2024-06-12T01:20,2024-06-11T22:20Z,2024-06-12T01:30,2024-06-11T22:30Z,Flight On Time,IAD,2024-06-12T08:45,2024-06-12T12:45Z,,,Flight Delayed,QR,709,QR,709,77W,A7BEU,Flight Departed,Passenger
DOH,DOH,2024-06-12T01:45,2024-06-11T22:45Z,2024-06-12T01:58,2024-06-11T22:58Z,Flight On Time,JFK,2024-06-12T09:00,2024-06-12T13:00Z,,,Flight Early,QR,703,QR,703,77W,A7BED,Flight Departed,Passenger
DOH,DOH,2024-06-12T02:10,2024-06-11T23:10Z,,,Flight On Time,VIE,2024-06-12T07:00,2024-06-12T05:00Z,2024-06-12T06:56,2024-06-12T04:56Z,Flight Early,QR,189,QR,189,788,A7BCC,Flight Landed,Passenger
DXB,DXB,2024-06-12T00:50,2024-06-11T20:50Z,2024-06-12T00:54,2024-06-11T20:54Z,Flight On Time,FRA,2024-06-12T05:40,2024-06-12T03:40Z,2024-06-12T05:48,2024-06-12T03:48Z,Flight On Time,LH,631,LH,631,333,DAIKR,Flight Landed,Passenger
DXB,DXB,2024-06-12T01:15,2024-06-11T21:15Z,2024-06-12T01:15,2024-06-11T21:15Z,Flight On Time,ZRH,2024-06-12T06:10,2024-06-12T04:10Z,2024-06-12T06:11,2024-06-12T04:11Z,Flight On Time,LX,243,LX,243,333,HBJHG,Flight Landed,Passenger
DXB,DXB,2024-06-12T03:30,2024-06-11T23:30Z,2024-06-12T03:22,2024-06-11T23:22Z,Flight Early,TZX,2024-06-12T06:25,2024-06-12T03:25Z,2024-06-12T06:07,2024-06-12T03:07Z,Flight Early,XQ,1513,XQ,1513,73H,TCSOV,Flight Landed,Passenger
EZS,EZS,2024-06-12T03:30,2024-06-12T00:30Z,2024-06-12T03:26,2024-06-12T00:26Z,Flight Early,DUS,2024-06-12T06:50,2024-06-12T04:50Z,2024-06-12T06:42,2024-06-12T04:42Z,Flight Early,XQ,734,XQ,734,73H,TCSEN,Flight Landed,Passenger
FMO,FMO,2024-06-12T00:10,2024-06-11T22:10Z,2024-06-12T00:55,2024-06-11T22:55Z,Flight Delayed,AYT,2024-06-12T04:45,2024-06-12T01:45Z,2024-06-12T05:20,2024-06-12T02:20Z,Flight Delayed,XQ,251,XQ,251,7M8,TCSMA,Flight Landed,Passenger
FMO,FMO,2024-06-12T01:50,2024-06-11T23:50Z,2024-06-12T01:47,2024-06-11T23:47Z,Flight Early,AYT,2024-06-12T06:25,2024-06-12T03:25Z,2024-06-12T06:25,2024-06-12T03:25Z,Flight On Time,XQ,255,XQ,255,73H,TCSEM,Flight Landed,Passenger
FMO,FMO,2024-06-12T03:40,2024-06-12T01:40Z,2024-06-12T04:00,2024-06-12T02:00Z,Flight Delayed,AYT,2024-06-12T08:15,2024-06-12T05:15Z,2024-06-12T08:47,2024-06-12T05:47Z,Flight Delayed,XQ,257,XQ,257,320,LYMLK,Flight Landed,Passenger
GZP,GZP,2024-06-12T02:45,2024-06-11T23:45Z,,,Flight On Time,HEL,2024-06-12T07:00,2024-06-12T04:00Z,,,Flight On Time,AY,1934,AY,1934,32B,,No status,Passenger
GZT,GZT,2024-06-12T03:30,2024-06-12T00:30Z,2024-06-12T03:30,2024-06-12T00:30Z,Flight On Time,FRA,2024-06-12T06:45,2024-06-12T04:45Z,2024-06-12T06:50,2024-06-12T04:50Z,Flight On Time,XQ,762,XQ,762,7M8,TCSMF,Flight Landed,Passenger
HAJ,HAJ,2024-06-11T22:40,2024-06-11T20:40Z,2024-06-12T00:05,2024-06-11T22:05Z,Flight Delayed,ADA,2024-06-12T03:20,2024-06-12T00:20Z,2024-06-12T04:45,2024-06-12T01:45Z,Flight Delayed,XQ,797,XQ,797,73H,TCSOG,Flight Landed,Passenger
HAJ,HAJ,2024-06-12T00:10,2024-06-11T22:10Z,2024-06-12T00:10,2024-06-11T22:10Z,Flight On Time,ADB,2024-06-12T04:15,2024-06-12T01:15Z,2024-06-12T04:09,2024-06-12T01:09Z,Flight Early,XQ,975,XQ,975,73H,TCSOF,Flight Landed,Passenger
HAJ,HAJ,2024-06-12T01:40,2024-06-11T23:40Z,2024-06-12T01:32,2024-06-11T23:32Z,Flight Early,AYT,2024-06-12T06:10,2024-06-12T03:10Z,2024-06-12T05:47,2024-06-12T02:47Z,Flight Early,XQ,235,XQ,235,73H,TCSOP,Flight Landed,Passenger
HAJ,HAJ,2024-06-12T03:35,2024-06-12T01:35Z,2024-06-12T03:35,2024-06-12T01:35Z,Flight On Time,AYT,2024-06-12T08:05,2024-06-12T05:05Z,2024-06-12T08:14,2024-06-12T05:14Z,Flight On Time,XQ,231,XQ,231,73H,TCSOY,Flight Landed,Passenger
HAJ,HAJ,2024-06-12T03:40,2024-06-12T01:40Z,2024-06-12T03:40,2024-06-12T01:40Z,Flight On Time,AYT,2024-06-12T08:10,2024-06-12T05:10Z,2024-06-12T08:03,2024-06-12T05:03Z,Flight Early,XQ,233,XQ,233,73H,TCSPJ,Flight Landed,Passenger
HEL,HEL,2024-06-12T00:05,2024-06-11T21:05Z,,,Flight On Time,VAA,2024-06-12T01:05,2024-06-11T22:05Z,,,Flight On Time,AY,321,AY,321,AT7,,No status,Passenger
HEL,HEL,2024-06-12T00:20,2024-06-11T21:20Z,,,Flight On Time,TLL,2024-06-12T00:55,2024-06-11T21:55Z,,,Flight On Time,AY,1035,AY,1035,AT7,,No status,Passenger
HEL,HEL,2024-06-12T00:25,2024-06-11T21:25Z,,,Flight On Time,SIN,2024-06-12T18:35,2024-06-12T10:35Z,,,Flight On Time,AY,131,AY,131,359,,No status,Passenger
HEL,HEL,2024-06-12T00:35,2024-06-11T21:35Z,,,Flight On Time,HKG,2024-06-12T17:45,2024-06-12T09:45Z,,,Flight On Time,AY,099,AY,099,359,,No status,Passenger
HKG,HKG,2024-06-12T02:00,2024-06-11T18:00Z,,,Flight On Time,JFK,2024-06-12T06:00,2024-06-12T10:00Z,,,Flight On Time,CX,844,CX,844,351,,No status,Passenger
HYD,HYD,2024-06-12T03:10,2024-06-11T21:40Z,2024-06-12T03:10,2024-06-11T21:40Z,Flight On Time,FRA,2024-06-12T08:50,2024-06-12T06:50Z,2024-06-12T09:09,2024-06-12T07:09Z,Flight Delayed,LH,753,LH,753,78S,DABPA,Flight Landed,Passenger
IKA,IKA,2024-06-12T02:40,2024-06-11T23:10Z,2024-06-12T02:40,2024-06-11T23:10Z,Flight On Time,VIE,2024-06-12T05:55,2024-06-12T03:55Z,2024-06-12T05:54,2024-06-12T03:54Z,Flight Early,OS,872,OS,872,321,OELBE,Flight Landed,Passenger
ISB,ISB,2024-06-12T03:00,2024-06-11T22:00Z,,,Flight On Time,JED,2024-06-12T06:10,2024-06-12T03:10Z,,,Flight On Time,SV,727,SV,727,773,,No status,Passenger
JED,JED,2024-06-12T00:15,2024-06-11T21:15Z,,,Flight On Time,CAI,2024-06-12T02:30,2024-06-11T23:30Z,,,Flight On Time,SV,309,SV,309,330,,No status,Passenger
JED,JED,2024-06-12T00:30,2024-06-11T21:30Z,,,Flight On Time,RUH,2024-06-12T02:20,2024-06-11T23:20Z,,,Flight On Time,SV,1092,SV,1092,773,,No status,Passenger
JED,JED,2024-06-12T00:35,2024-06-11T21:35Z,,,Flight On Time,DXB,2024-06-12T04:35,2024-06-12T00:35Z,,,Flight On Time,SV,590,SV,590,320,,No status,Passenger
JED,JED,2024-06-12T01:00,2024-06-11T22:00Z,,,Flight On Time,RUH,2024-06-12T02:45,2024-06-11T23:45Z,,,Flight On Time,SV,1056,SV,1056,789,,No status,Passenger
JED,JED,2024-06-12T01:00,2024-06-11T22:00Z,,,Flight On Time,DMM,2024-06-12T03:10,2024-06-12T00:10Z,,,Flight On Time,SV,1128,SV,1128,321,,No status,Passenger
JED,JED,2024-06-12T01:05,2024-06-11T22:05Z,,,Flight On Time,NBO,2024-06-12T05:05,2024-06-12T02:05Z,,,Flight On Time,SV,435,SV,435,330,,No status,Passenger
JED,JED,2024-06-12T01:05,2024-06-11T22:05Z,,,Flight On Time,AMM,2024-06-12T03:10,2024-06-12T00:10Z,,,Flight On Time,SV,627,SV,627,330,,No status,Passenger
JED,JED,2024-06-12T01:10,2024-06-11T22:10Z,,,Flight On Time,CMN,2024-06-12T05:45,2024-06-12T04:45Z,,,Flight On Time,SV,377,SV,377,789,,No status,Passenger
JED,JED,2024-06-12T01:10,2024-06-11T22:10Z,,,Flight On Time,ULH,2024-06-12T02:30,2024-06-11T23:30Z,,,Flight On Time,SV,1632,SV,1632,320,,No status,Passenger
JED,JED,2024-06-12T01:25,2024-06-11T22:25Z,,,Flight On Time,KHI,2024-06-12T07:25,2024-06-12T02:25Z,,,Flight On Time,SV,700,SV,700,330,,No status,Passenger
