AirportCode,Latitude,Longitude,CityCode,CountryCode,LocationType,AirportName,UtcOffset,TimeZoneId
JRO,-3.4294,37.0744,JRO,TZ,Airport,Kilimanjaro,3.0,Africa/Dar_es_Salaam
JSH,35.2161,26.1014,JSH,GR,Airport,SITEIA,3.0,Europe/Athens
JSI,39.1772,23.5036,JSI,GR,Airport,Skiathos,3.0,Europe/Athens
JTR,36.3992,25.4794,JTR,GR,Airport,Thira,3.0,Europe/Athens
JUB,4.8719,31.6011,JUB,SS,Airport,Juba,3.0,Africa/Juba
JUJ,-24.3928,-65.0978,JUJ,AR,Airport,Jujuy,-3.0,America/Argentina/Buenos_Aires
JUL,-15.4672,-70.1581,JUL,PE,Airport,JULIACA INCO MANCO CAPAC INTL,-5.0,America/Lima
JUZ,28.9672,118.9,JUZ,CN,Airport,QUZHOU,6.0,Asia/Urumqi
KAN,12.0475,8.5247,KAN,NG,Airport,MALLAM AMINU KANO INTL,1.0,Africa/Lagos
KAO,65.9875,29.2394,KAO,FI,Airport,Kuusamo,3.0,Europe/Helsinki
KBL,34.5658,69.2125,KBL,AF,Airport,KABUL INTERNATIONAL,4.5,Asia/Kabul
KBP,50.345,30.8947,IEV,UA,Airport,Kiev - Boryspil IntÂ´l,3.0,Europe/Kiev
KBR,6.1675,102.2911,KBR,MY,Airport,Kota Bharu,8.0,Asia/Kuala_Lumpur
KBV,8.0958,98.9889,KBV,TH,Airport,Krabi,7.0,Asia/Bangkok
KCH,1.4842,110.3439,KCH,MY,Airport,Kuching,8.0,Asia/Kuala_Lumpur
KCM,37.5389,36.9533,KCM,TR,Airport,Kahramanmaras,3.0,Europe/Istanbul
KCZ,33.5461,133.6694,KCZ,JP,Airport,Kochi,9.0,Asia/Tokyo
KEF,63.985,-22.6056,REK,IS,Airport,Reykjavik - Keflavik International,0.0,Atlantic/Reykjavik
KFS,41.315,33.7961,KFS,TR,Airport,Kastamonu,3.0,Europe/Istanbul
KGD,54.89,20.5925,KGD,RU,Airport,Kaliningrad,2.0,Europe/Kaliningrad
KGL,-1.9686,30.1394,KGL,RW,Airport,Kigali,2.0,Africa/Kigali
KGS,36.7933,27.0917,KGS,GR,Airport,Kos,3.0,Europe/Athens
KHE,46.6772,32.5072,KHE,UA,Airport,Kherson,3.0,Europe/Kiev
KHG,39.5425,76.02,KHG,CN,Airport,Kashi,6.0,Asia/Urumqi
KHH,22.5772,120.35,KHH,TW,Airport,Kaohsiung International,8.0,Asia/Taipei
KHI,24.9067,67.1608,KHI,PK,Airport,Karachi,5.0,Asia/Karachi
KHN,28.8639,115.9022,KHN,CN,Airport,Nanchang,8.0,Asia/Shanghai
KHV,48.5281,135.1883,KHV,RU,Airport,Khabarovsk,10.0,Asia/Vladivostok
KIJ,37.9558,139.1208,KIJ,JP,Airport,Niigata,9.0,Asia/Tokyo
KIM,-28.8028,24.7653,KIM,ZA,Airport,Kimberley,2.0,Africa/Johannesburg
KIN,17.9356,-76.7875,KIN,JM,Airport,Norman Manley Intl,-5.0,America/Jamaica
KIV,46.9278,28.9308,KIV,MD,Airport,Chisinau,3.0,Europe/Chisinau
KIX,34.4272,135.2442,OSA,JP,Airport,Osaka - Kansai International,9.0,Asia/Tokyo
KJA,56.1731,92.4933,KJA,RU,Airport,Krasnoyarsk,7.0,Asia/Krasnoyarsk
KJR,0.0,0.0,FKB,DE,RailwayStation,Karlsruhe - Hbf Railway Station,2.0,Europe/Berlin
KKC,16.4644,102.7822,KKC,TH,Airport,Khon Kaen,7.0,Asia/Bangkok
KKE,-35.2578,173.9119,KKE,NZ,Airport,Kerikeri,12.0,Pacific/Auckland
KKJ,33.8458,131.0347,KKJ,JP,Airport,Kita Kyushu,9.0,Asia/Tokyo
KKN,69.7258,29.8914,KKN,NO,Airport,Kirkenes,2.0,Europe/Oslo
KLO,11.6844,122.3811,KLO,PH,Airport,Kalibo,8.0,Asia/Manila
KLR,56.6856,16.2875,KLR,SE,Airport,Kalmar,2.0,Europe/Stockholm
KLT,49.0,7.0,KLT,DE,RailwayStation,Kaiserslautern,2.0,Europe/Berlin
KLU,46.6428,14.3378,KLU,AT,Airport,Klagenfurt,2.0,Europe/Vienna
KLX,37.0683,22.0256,KLX,GR,Airport,Kalamata,3.0,Europe/Athens
KMG,25.1086,102.935,KMG,CN,Airport,Kunming,8.0,Asia/Shanghai
KMI,31.8772,131.4486,KMI,JP,Airport,Miyazaki,9.0,Asia/Tokyo
KMJ,32.8372,130.855,KMJ,JP,Airport,Kumamoto,9.0,Asia/Tokyo
KMQ,36.3947,136.4067,KMQ,JP,Airport,Komatsu,9.0,Asia/Tokyo
KNC,0.0,0.0,KNC,CN,Airport,Ji'An,8.0,Asia/Shanghai
KNO,3.6378,98.8719,MES,ID,Airport,Medan Kuala Namu,7.0,Asia/Jakarta
KNU,26.4406,80.3672,KNU,IN,Airport,Kanpur,5.5,Asia/Kolkata
KOA,19.7389,-156.0456,KOA,US,Airport,Kona,-10.0,Pacific/Honolulu
KOJ,31.8033,130.7194,KOJ,JP,Airport,Kagoshima,9.0,Asia/Tokyo
KOW,25.8514,114.7753,KOW,CN,Airport,Ganzhou Huangjin,6.0,Asia/Urumqi
KPO,35.9878,129.4206,KPO,KR,Airport,P'Ohang,9.0,Asia/Seoul
KRK,50.0778,19.7847,KRK,PL,Airport,Krakow,2.0,Europe/Warsaw
KRL,41.6992,86.1303,KRL,CN,Airport,Korla,6.0,Asia/Urumqi
KRN,67.8219,20.3367,KRN,SE,Airport,Kiruna,2.0,Europe/Stockholm
KRR,45.0325,39.1664,KRR,RU,Airport,Krasnodar,3.0,Europe/Moscow
KRS,58.2042,8.0853,KRS,NO,Airport,Kristiansand - Kjevik,2.0,Europe/Oslo
KRT,15.5894,32.5531,KRT,SD,Airport,Khartoum,2.0,Africa/Khartoum
KRY,45.4661,84.9539,KRY,CN,Airport,Karamay,6.0,Asia/Urumqi
KSA,5.3569,162.9583,KSA,FM,Airport,Kosrae International,11.0,Pacific/Kosrae
KSC,48.6631,21.2411,KSC,SK,Airport,Kosice,2.0,Europe/Bratislava
KSD,59.4447,13.3375,KSD,SE,Airport,Karlstad,2.0,Europe/Stockholm
KSU,63.1117,7.8244,KSU,NO,Airport,Kristiansund - Kvernberget,2.0,Europe/Oslo
KSY,40.5622,43.115,KSY,TR,Airport,Kars,3.0,Europe/Istanbul
KTM,27.6967,85.3592,KTM,NP,Airport,Kathmandu - Tribhuvan,5.75,Asia/Kathmandu
KTN,55.3556,-131.7139,KTN,US,Airport,Ketchikan International,-8.0,America/Anchorage
KTT,67.7011,24.8469,KTT,FI,Airport,Kittila,3.0,Europe/Helsinki
KTW,50.4742,19.08,KTW,PL,Airport,Katowice,2.0,Europe/Warsaw
KUA,3.7808,103.2094,KUA,MY,Airport,Kuantan,8.0,Asia/Kuala_Lumpur
KUF,53.5039,50.1517,KUF,RU,Airport,Samara Int'l Apt. Kuromoch,4.0,Europe/Samara
KUH,43.0408,144.1931,KUH,JP,Airport,Kushiro,9.0,Asia/Tokyo
KUL,3.129722222,101.5519444,KUL,MY,Airport,Kuala Lumpur Int'l (Sepang),8.0,Asia/Kuala_Lumpur
KUN,54.9639,24.0847,KUN,LT,Airport,Kaunas,3.0,Europe/Vilnius
KUO,63.0072,27.7978,KUO,FI,Airport,Kuopio,3.0,Europe/Helsinki
KVA,40.9133,24.6192,KVA,GR,Airport,Kavala,3.0,Europe/Athens
KVX,58.5008,49.3422,KVX,RU,Airport,Kirov,3.0,Europe/Moscow
KWA,8.72,167.7317,KWA,MH,Airport,Kwajalein Island Bucholz Aaf,12.0,Pacific/Majuro
KWE,26.5386,106.8008,KWE,CN,Airport,Guiyang,8.0,Asia/Shanghai
KWI,29.2267,47.9689,KWI,KW,Airport,Kuwait International,3.0,Asia/Kuwait
KWJ,35.1264,126.8089,KWJ,KR,Airport,Gwangju,9.0,Asia/Seoul
KWL,25.2181,110.0392,KWL,CN,Airport,Guilin,8.0,Asia/Shanghai
KWQ,0.0,0.0,KSF,DE,RailwayStation,Kassel - Railway Station Wilhelmshoehe,2.0,Europe/Berlin
KYA,37.9789,32.5619,KYA,TR,Airport,Konya,3.0,Europe/Istanbul
KZN,55.6061,49.2786,KZN,RU,Airport,Kazan,3.0,Europe/Moscow
LAD,-8.8583,13.2311,LAD,AO,Airport,Luanda,1.0,Africa/Luanda
LAN,42.7786,-84.5872,LAN,US,Airport,Lansing,-4.0,America/New_York
LAP,24.0728,-110.3625,LAP,MX,Airport,La Paz,-6.0,America/Mazatlan
LAR,41.3119,-105.675,LAR,US,Airport,Laramie,-6.0,America/Denver
LAS,36.08,-115.1522,LAS,US,Airport,"Las Vegas - McCarran International, NV",-7.0,America/Los_Angeles
LAX,33.9425,-118.4081,LAX,US,Airport,"Los Angeles International, CA",-7.0,America/Los_Angeles
LBB,33.6636,-101.8228,LBB,US,Airport,"Lubbock International, TX",-5.0,America/Chicago
LBF,41.1311,-100.6931,LBF,US,Airport,North Platte,-5.0,America/Chicago
LBL,37.0442,-100.96,LBL,US,Airport,Liberal,-5.0,America/Chicago
LBU,5.2972,115.2525,LBU,MY,Airport,Labuan,8.0,Asia/Kuala_Lumpur
LBV,0.4586,9.4122,LBV,GA,Airport,Libreville,1.0,Africa/Libreville
LCA,34.875,33.6247,LCA,CY,Airport,Larnaca,3.0,Asia/Nicosia
LCH,30.1261,-93.2233,LCH,US,Airport,Lake Charles,-5.0,America/Chicago
LCJ,51.7219,19.3981,LCJ,PL,Airport,Lodz Lublinek Airport,2.0,Europe/Warsaw
LCY,51.505,0.0542,LON,GB,Airport,London City Airport,1.0,Europe/London
LDB,-23.3336,-51.13,LDB,BR,Airport,Londrina,-3.0,America/Sao_Paulo
LDE,43.1856,-0.0028,LDE,FR,Airport,Lourdes/Tarbes,2.0,Europe/Paris
LED,59.8003,30.2625,LED,RU,Airport,St. Petersburg - Pulkovo International,3.0,Europe/Moscow
LEI,36.8439,-2.37,LEI,ES,Airport,Almeria,2.0,Europe/Madrid
LEJ,51.4325,12.2417,LEJ,DE,Airport,Leipzig/Halle,2.0,Europe/Berlin
LET,-4.1936,-69.9431,LET,CO,Airport,Leticia Alfredo V. Cobo International,-5.0,America/Bogota
LEX,38.0364,-84.6058,LEX,US,Airport,"Lexington, KY",-4.0,America/New_York
LFQ,36.0397,111.4917,LFQ,CN,Airport,Linfen Qiaoli,6.0,Asia/Urumqi
LFT,30.2053,-91.9875,LFT,US,Airport,"Lafayette, Louisiana - Regional",-5.0,America/Chicago
LFW,6.1656,1.2544,LFW,TG,Airport,Lome,0.0,Africa/Lome
LGA,40.7772,-73.8725,NYC,US,Airport,New York - La Guardia,-4.0,America/New_York
LGB,33.8178,-118.1517,LGB,US,Airport,Long Beach,-7.0,America/Los_Angeles
LGG,50.6375,5.4433,LGG,BE,Airport,Liege - Bierset,2.0,Europe/Brussels
LGK,6.3386,99.7322,LGK,MY,Airport,Langkawi,8.0,Asia/Kuala_Lumpur
LGW,51.1481,-0.1903,LON,GB,Airport,London,1.0,Europe/London
LHE,31.5217,74.4036,LHE,PK,Airport,Lahore,5.0,Asia/Karachi
LHR,51.4775,-0.4614,LON,GB,Airport,London Heathrow,1.0,Europe/London
LHW,36.5167,103.6167,LHW,CN,Airport,Lanzhou - Lanzhou Airport,8.0,Asia/Shanghai
LIH,21.9764,-159.3361,LIH,US,Airport,Kauai Island - Lihue,-10.0,Pacific/Honolulu
LIM,-12.0219,-77.1144,LIM,PE,Airport,Lima,-5.0,America/Lima
LIN,45.4494,9.2783,MIL,IT,Airport,Milan Linate,2.0,Europe/Rome
LIR,10.5933,-85.5444,LIR,CR,Airport,Liberia,-6.0,America/Costa_Rica
LIS,38.7742,-9.1342,LIS,PT,Airport,Lisbon â€“ Aeroporto de Lisboa,1.0,Europe/Lisbon
LIT,34.7294,-92.2244,LIT,US,Airport,Little Rock,-5.0,America/Chicago
LJG,26.6742,100.2436,LJG,CN,Airport,Lijiang Sanyi,6.0,Asia/Urumqi
LJU,46.22361111,14.4575,LJU,SI,Airport,Ljubljana,2.0,Europe/Ljubljana
LKO,26.7606,80.8894,LKO,IN,Airport,Lucknow,5.5,Asia/Kolkata
LLA,65.5439,22.1219,LLA,SE,Airport,Lulea,2.0,Europe/Stockholm
LLI,11.975,38.98,LLI,ET,Airport,Lalibela,3.0,Africa/Addis_Ababa
LLW,-13.7894,33.7811,LLW,MW,Airport,Lilongwe - Kamuzu International,2.0,Africa/Blantyre
LMP,35.4981,12.6183,LMP,IT,Airport,Lampedusa,2.0,Europe/Rome
LNK,40.8511,-96.7592,LNK,US,Airport,"Lincoln, NE",-5.0,America/Chicago
LNY,20.7856,-156.9514,LNY,US,Airport,Lanai City,-10.0,Pacific/Honolulu
LNZ,48.2333,14.1875,LNZ,AT,Airport,Linz - Blue Danube,2.0,Europe/Vienna
LOS,6.5775,3.3211,LOS,NG,Airport,Lagos,1.0,Africa/Lagos
LPA,27.9319,-15.3867,LPA,ES,Airport,Las Palmas - Aeropuerto de Gran Canaria,1.0,Atlantic/Canary
LPB,-16.5133,-68.1922,LPB,BO,Airport,La Paz,-4.0,America/La_Paz
LPI,58.4022,15.5256,LPI,SE,Airport,Linkoping,2.0,Europe/Stockholm
LPQ,19.8978,102.1608,LPQ,LA,Airport,Luang Prabang,7.0,Asia/Vientiane
LPT,18.2722,99.5042,LPT,TH,Airport,Lampang,7.0,Asia/Bangkok
LRD,27.5439,-99.4617,LRD,US,Airport,Laredo International,-5.0,America/Chicago
LRM,18.4508,-68.9119,LRM,DO,Airport,La Romana,-4.0,America/Santo_Domingo
LSC,-29.9164,-71.1994,LSC,CL,Airport,La Serena,-4.0,America/Santiago
LSP,11.7808,-70.1514,LSP,VE,Airport,Las Piedras,-4.0,America/Caracas
LST,-41.5453,147.2111,LST,AU,Airport,Launceston,10.0,Australia/Hobart
LTN,51.8747,-0.3683,LON,GB,Airport,London Luton Apt,1.0,Europe/London
LUG,46.0042,8.9106,LUG,CH,Airport,Lugano,2.0,Europe/Zurich
LUN,-15.3308,28.4525,LUN,ZM,Airport,Lusaka,2.0,Africa/Lusaka
LUX,49.6233,6.2044,LUX,LU,Airport,Luxemburg,2.0,Europe/Luxembourg
LUZ,51.2314,22.6906,LUZ,PL,Airport,Lublin,2.0,Europe/Warsaw
LVI,-17.8217,25.8228,LVI,ZM,Airport,Livingstone,2.0,Africa/Lusaka
LWB,37.8561,-80.4019,LWB,US,Airport,Lewisburg,-4.0,America/New_York
LWO,49.8125,23.9561,LWO,UA,Airport,Lviv,3.0,Europe/Kiev
LWS,46.3756,-117.0136,LWS,US,Airport,Lewiston,-7.0,America/Los_Angeles
LXA,29.2981,90.9122,LXA,CN,Airport,Lhasa/Lasa Gonggar,6.0,Asia/Urumqi
LXR,25.6711,32.7067,LXR,EG,Airport,Luxor,2.0,Africa/Cairo
LXS,39.9169,25.2364,LXS,GR,Airport,Lemnos,3.0,Europe/Athens
LYH,37.3267,-79.2006,LYH,US,Airport,Lynchburg,-4.0,America/New_York
LYI,35.0494,118.4119,LYI,CN,Airport,Linyi,8.0,Asia/Shanghai
LYR,78.2461,15.4656,LYR,NO,Airport,Longyearbyen - Svalbard,2.0,Arctic/Longyearbyen
LYS,45.7256,5.0811,LYS,FR,Airport,Lyon Saint ExupÃ©ry,2.0,Europe/Paris
LZH,24.2078,109.3914,LZH,CN,Airport,Liuzhou,8.0,Asia/Shanghai
LZS,48.2906,14.2911,LNZ,AT,RailwayStation,Linz Rail Station,2.0,Europe/Vienna
LZY,29.3058,94.3386,LZY,CN,Airport,Nyingchi/Linzhi Mainling/Milin,6.0,Asia/Urumqi
MAA,12.9944,80.1806,MAA,IN,Airport,Chennai/Madras,5.5,Asia/Kolkata
MAD,40.4936,-3.5667,MAD,ES,Airport,Madrid Barajas,2.0,Europe/Madrid
MAF,31.9425,-102.2019,MAF,US,Airport,Midland Odessa,-5.0,America/Chicago
MAH,39.8625,4.2186,MAH,ES,Airport,Menorca - Mahon,2.0,Europe/Madrid
MAJ,7.0647,171.2719,MAJ,MH,Airport,Majuro Amata Kabua International,12.0,Pacific/Majuro
MAN,53.3536,-2.275,MAN,GB,Airport,Manchester,1.0,Europe/London
MAO,-3.0386,-60.0497,MAO,BR,Airport,Manaus - Eduardo Gomez International,-4.0,America/Porto_Velho
MAR,10.5583,-71.7278,MAR,VE,Airport,Maracaibo,-4.0,America/Caracas
MBA,-4.0281,39.5997,MBA,KE,Airport,Mombasa - Moi International,3.0,Africa/Nairobi
MBE,44.3039,143.4042,MBE,JP,Airport,Monbetsu,9.0,Asia/Tokyo
MBJ,18.5036,-77.9133,MBJ,JM,Airport,Montego Bay - Sangster International,-5.0,America/Jamaica
MBS,43.5319,-84.0825,MBS,US,Airport,Saginaw,-4.0,America/New_York
MCI,39.2975,-94.7139,MKC,US,Airport,"Kansas City, International, MO",-5.0,America/Chicago
MCK,40.2078,-100.5928,MCK,US,Airport,Mccook,-5.0,America/Chicago
MCO,28.4294,-81.3089,ORL,US,Airport,"Orlando International, FL",-4.0,America/New_York
MCT,23.5928,58.2817,MCT,OM,Airport,Muscat International,4.0,Asia/Muscat
MCZ,-9.5108,-35.7917,MCZ,BR,Airport,Maceio,-3.0,America/Belem
MDC,1.5492,124.9264,MDC,ID,Airport,Manado,8.0,Asia/Makassar
MDE,6.1644,-75.4231,MDE,CO,Airport,Medellin - Jose Maria Cordova,-5.0,America/Bogota
MDL,21.7022,95.9781,MDL,MM,Airport,Mandalay,6.5,Asia/Rangoon
MDT,40.1936,-76.7633,HAR,US,Airport,"Harrisburg, International, PA",-4.0,America/New_York
MDZ,-32.8317,-68.7928,MDZ,AR,Airport,Mendoza,-3.0,America/Argentina/Buenos_Aires
MED,24.5533,39.705,MED,SA,Airport,Madinah Prince Mohammad Bin Abdulaziz,3.0,Asia/Riyadh
MEL,-37.6733,144.8433,MEL,AU,Airport,Melbourne - Tullamarine International,10.0,Australia/Sydney
MEM,35.0425,-89.9767,MEM,US,Airport,"Memphis International, TN",-5.0,America/Chicago
MES,3.5581,98.6717,MES,ID,Airport,Medan,7.0,Asia/Jakarta
MEX,19.4364,-99.0722,MEX,MX,Airport,Mexico City - Aeropuerto Internacional,-5.0,America/Mexico_City
MFE,26.1758,-98.2386,MFE,US,Airport,McAllen - Miller International,-5.0,America/Chicago
MFM,22.1494,113.5917,MFM,MO,Airport,Macau International,6.0,Asia/Urumqi
MFR,42.3742,-122.8736,MFR,US,Airport,"Medford, OR",-7.0,America/Los_Angeles
MGA,12.1414,-86.1681,MGA,NI,Airport,Managua,-6.0,America/Managua
MGF,-23.4761,-52.0158,MGF,BR,Airport,Maringa,-3.0,America/Sao_Paulo
MGM,32.3006,-86.3939,MGM,US,Airport,Montgomery - Dannelly Field,-5.0,America/Chicago
MGQ,2.0147,45.305,MGQ,SO,Airport,Mogadishu Aden Adde Intl,3.0,Africa/Mogadishu
MGW,39.6411,-79.9175,MGW,US,Airport,Morgantown,-4.0,America/New_York
MHD,36.2342,59.645,MHD,IR,Airport,Mashhad Shahid Hashemi Nejad,4.5,Asia/Tehran
MHJ,49.4794,8.4692,MHG,DE,RailwayStation,Mannheim,2.0,Europe/Berlin
MHT,42.9325,-71.4356,MHT,US,Airport,"Manchester - Boston Regional, NH",-4.0,America/New_York
MIA,25.7933,-80.2906,MIA,US,Airport,"Miami International, FL",-4.0,America/New_York
MID,20.9369,-89.6578,MID,MX,Airport,Merida,-5.0,America/Mexico_City
MIG,31.4289,104.7408,MIG,CN,Airport,Mianyang - Nanjiao,8.0,Asia/Shanghai
MIR,35.7581,10.7547,MIR,TN,Airport,Monastir Habib Bourguiba International,1.0,Africa/Tunis
MJM,-6.1211,23.5689,MJM,CG,Airport,Mbuji-Mayi,2.0,Africa/Lubumbashi
MJT,39.0533,26.6022,MJT,GR,Airport,Mytilene,3.0,Europe/Athens
MKC,39.1228,-94.5933,MKC,US,Airport,"Kansas City, Missouri - Johnson Executive",-5.0,America/Chicago
MKE,42.9472,-87.8967,MKE,US,Airport,"Milwaukee - General Mitchell, WI",-5.0,America/Chicago
MKG,43.1694,-86.2383,MKG,US,Airport,Muskegon,-4.0,America/New_York
MKK,21.1517,-157.0978,MKK,US,Airport,Hoolehua,-10.0,Pacific/Honolulu
MLA,35.8575,14.4775,MLA,MT,Airport,Malta,2.0,Europe/Malta
MLB,28.1028,-80.6453,MLB,US,Airport,Melbourne,-4.0,America/New_York
MLE,5.25,73.51944444,MLE,MV,Airport,Male International,5.0,Indian/Maldives
MLH,47.6008,7.5292,MLH,FR,Airport,Mulhouse Euroairport,2.0,Europe/Zurich
MLI,41.4486,-90.5075,MLI,US,Airport,"Moline, IL",-5.0,America/Chicago
MLM,19.85,-101.0256,MLM,MX,Airport,Morelia,-5.0,America/Mexico_City
MLU,32.5108,-92.0378,MLU,US,Airport,Monroe,-5.0,America/Chicago
MLX,38.4353,38.0911,MLX,TR,Airport,Malatya,3.0,Europe/Istanbul
MMB,43.8806,144.1642,MMB,JP,Airport,Memanbetsu,9.0,Asia/Tokyo
MMH,37.6244,-118.8406,MMH,US,Airport,Mammoth Lakes Mammoth Yosemite,-7.0,America/Los_Angeles
MMK,68.7817,32.7508,MMK,RU,Airport,Murmansk,3.0,Europe/Moscow
MMX,55.5425,13.375,MMA,SE,Airport,Malmo - Sturup,2.0,Europe/Stockholm
MMY,24.7828,125.295,MMY,JP,Airport,Miyako,9.0,Asia/Tokyo
MNL,14.5086,121.0194,MNL,PH,Airport,Manila - Ninoy Aquino International,8.0,Asia/Manila
MOB,30.6911,-88.2428,MOB,US,Airport,Mobile Municipal,-5.0,America/Chicago
MOD,37.6258,-120.9544,MOD,US,Airport,Modesto,-7.0,America/Los_Angeles
MOL,62.7447,7.2625,MOL,NO,Airport,Molde,2.0,Europe/Oslo
MOT,48.2594,-101.2803,MOT,US,Airport,Minot International Apt,-5.0,America/Chicago
MPL,43.5833,3.9614,MPL,FR,Airport,Montpellier,2.0,Europe/Paris
MPM,-25.9208,32.5725,MPM,MZ,Airport,Maputo International,2.0,Africa/Maputo
MQM,37.2233,40.6317,MQM,TR,Airport,Mardin,3.0,Europe/Istanbul
MQP,-25.3831,31.1056,NLP,ZA,Airport,Nelspruit Kruger Mpumalanga Intl,2.0,Africa/Johannesburg
MQX,13.4675,39.5333,MQX,ET,Airport,Mekele,3.0,Africa/Addis_Ababa
MRD,8.5822,-71.1611,MRD,VE,Airport,Merida,-4.0,America/Caracas
MRS,43.4367,5.215,MRS,FR,Airport,Marseille-Provence,2.0,Europe/Paris
MRU,-20.4275,57.67638889,MRU,MU,Airport,Mauritius - Seewoosagur International,4.0,Indian/Mauritius
MRV,44.225,43.0819,MRV,RU,Airport,Mineralnye Vody,3.0,Europe/Moscow
MRY,36.5869,-121.8431,MRY,US,Airport,"Monterey Peninsula, CA",-7.0,America/Los_Angeles
MSN,43.1397,-89.3375,MSN,US,Airport,"Madison, WI",-5.0,America/Chicago
MSO,46.9164,-114.0906,MSO,US,Airport,"Missoula International, MT",-6.0,America/Denver
MSP,44.8819,-93.2217,MSP,US,Airport,"Minneapolis - St Paul International, MN",-5.0,America/Chicago
MSQ,53.8825,28.0308,MSQ,BY,Airport,Minsk,3.0,Europe/Minsk
MSU,-29.4622,27.5525,MSU,LS,Airport,Maseru - Moshoeshoe International,2.0,Africa/Maseru
MSY,29.9933,-90.2581,MSY,US,Airport,"New Orleans International, LA",-5.0,America/Chicago
MTJ,38.5053,-107.8942,MTJ,US,Airport,Montrose County,-6.0,America/Denver
MTR,8.8236,-75.8258,MTR,CO,Airport,Monteria Los Garzones,-5.0,America/Bogota
MTS,-26.5289,31.3075,MTS,SZ,Airport,Manzini - Matsapha International,2.0,Africa/Mbabane
MTY,25.7786,-100.1069,MTY,MX,Airport,Monterrey - Gen. Mariano Escobedo,-5.0,America/Mexico_City
MUB,-19.9725,23.4311,MUB,BW,Airport,Maun,2.0,Africa/Gaborone
MUC,48.3539,11.7861,MUC,DE,Airport,Munich,2.0,Europe/Berlin
MUN,9.7492,-63.1533,MUN,VE,Airport,Maturin Quiriquire,-4.0,America/Caracas
MVD,-34.8383,-56.0308,MVD,UY,Airport,Montevideo,-3.0,America/Montevideo
MWH,47.2047,-119.3167,MWH,US,Airport,Moses Lake - Grant County,-7.0,America/Los_Angeles
MWX,34.0,126.0,MWX,KR,Airport,Muan,9.0,Asia/Seoul
MXP,45.63,8.7231,MIL,IT,Airport,Milan Malpensa,2.0,Europe/Rome
MYE,34.0736,139.5603,MYE,JP,Airport,Miyake Jima,9.0,Asia/Tokyo
MYJ,33.8272,132.6997,MYJ,JP,Airport,Matsuyama,9.0,Asia/Tokyo
MYR,33.6797,-78.9283,MYR,US,Airport,Myrtle Beach - International,-4.0,America/New_York
MYY,4.3253,113.9883,MYY,MY,Airport,Miri,8.0,Asia/Kuala_Lumpur
MZH,40.8286,35.5203,MZH,TR,Airport,Amasya Merzifon,3.0,Europe/Istanbul
MZL,5.0297,-75.4647,MZL,CO,Airport,Manizales,-5.0,America/Bogota
MZR,36.7069,67.2094,MZR,AF,Airport,Mazar-E Sharif,4.5,Asia/Kabul
MZT,23.1614,-106.2661,MZT,MX,Airport,Mazatlan,-6.0,America/Mazatlan
NAG,21.0922,79.0472,NAG,IN,Airport,Nagpur,5.5,Asia/Kolkata
NAN,-17.755,177.4436,NAN,FJ,Airport,Nadi International,12.0,Pacific/Fiji
NAP,40.8844,14.2908,NAP,IT,Airport,Naples - Capodichino,2.0,Europe/Rome
NAS,25.0389,-77.4661,NAS,BS,Airport,Nassau - International,-4.0,America/Nassau
NAT,-5.7681,-35.3761,NAT,BR,Airport,Natal,-3.0,America/Belem
NAV,38.7719,34.5344,NAV,TR,Airport,Nevsehir,3.0,Europe/Istanbul
NBC,55.5667,52.1,NBC,RU,Airport,Nishnekamsk,3.0,Europe/Moscow
NBE,36.0756,10.4383,NBE,TN,Airport,Enfidha - Hammamet,1.0,Africa/Tunis
NBO,-1.319166667,36.92777778,NBO,KE,Airport,Nairobi - Jomo Kenyatta International,3.0,Africa/Nairobi
NCE,43.6653,7.215,NCE,FR,Airport,Nice,2.0,Europe/Paris
NCL,55.0375,-1.6917,NCL,GB,Airport,Newcastle International,1.0,Europe/London
NDG,47.2397,123.9181,NDG,CN,Airport,Qiqihar,8.0,Asia/Shanghai
NDJ,12.1336,15.0339,NDJ,TD,Airport,Ndjamena,1.0,Africa/Ndjamena
NDR,34.9889,-3.0283,NDR,MA,Airport,Nador,1.0,Africa/Casablanca
NGB,29.8267,121.4619,NGB,CN,Airport,Ningbo,8.0,Asia/Shanghai
NGO,35.25166667,136.9275,NGO,JP,Airport,Nagoya,9.0,Asia/Tokyo
NGS,32.9169,129.9136,NGS,JP,Airport,Nagasaki,9.0,Asia/Tokyo
NIM,13.4811,2.1767,NIM,NE,Airport,Niamey,1.0,Africa/Niamey
NKC,18.0978,-15.9481,NKC,MR,Airport,Nouakchott,0.0,Africa/Nouakchott
NKG,31.7419,118.8619,NKG,CN,Airport,Nanjing,8.0,Asia/Shanghai
NLA,-12.9978,28.6661,NLA,ZM,Airport,Ndola,2.0,Africa/Lusaka
NLK,-29.0417,167.9386,NLK,NF,Airport,Norfolk Island,11.0,Pacific/Norfolk
NLP,-25.5,30.9167,NLP,ZA,Airport,Nelspruit,2.0,Africa/Johannesburg
NNG,22.6083,108.1725,NNG,CN,Airport,Nanning,8.0,Asia/Shanghai
NNM,67.6403,53.1225,NNM,RU,Airport,Naryan-Mar,3.0,Europe/Moscow
NOC,53.9103,-8.8186,NOC,IE,Airport,Knock - Ireland West,1.0,Europe/Dublin
NOS,-13.3119,48.3147,NOS,MG,Airport,Nosy-Be Fascene,3.0,Indian/Antananarivo
